product_sk,product_code,product_name,march_price,latest_month_price
1914,P106391,Gold Winner Rice Bran Oil 2L,747.95,795.61
1915,P106399,Mamypoko Diapers XL,1107.95,1270.25
1916,P106405,Patanjali Bathing Soap 100g,39.79,40.51
1917,P106415,Mamypoko Baby Wipes XL,911.99,911.99
1918,P106424,Amul Paneer 200g,535.14,535.14
1919,P106426,Unibic Khakhra 60g,149.87,154.27
1920,P106434,Classmate Notebook Pack of 5,165.67,178.02
1921,P106443,Eastern Coriander Powder 500g,52.87,52.87
1922,P106452,Modern Rusk Pack of 2,27.9,31.15
1923,P106454,Milky Mist Ghee 500ml,118.78,127.35
1924,P106464,Huggies Baby Powder Medium,271.59,277.18
1925,P106473,Thums Up Mineral Water 600ml,298.68,297.16
1926,P106478,Catch Sambar Powder 500g,57.98,56.12
1927,P106486,Mamypoko Diapers XL,1342.57,1837.06
1928,P106490,India Gate Chana Dal 5kg,574.62,671.88
1929,P106501,Comfort Toilet Cleaner 200g,165.98,164.07
1930,P106506,Unibic Marie Gold 60g,91.95,125.8
1931,P106512,Lizol Floor Cleaner 500ml,418.86,467.07
1932,P106522,Dhara Mustard Oil 5L,208.95,203.79
1933,P106528,Mamypoko Diapers Medium,832.82,832.82
1934,P106534,Harpic Detergent Powder 200g,78.95,96.0
1935,P106542,Bikano Namkeen Mix 250g,107.95,139.24
1936,P106550,Perfetti Chewing Gum 25g,27.06,29.54
1937,P106553,Lizol Detergent Powder 500g,139.74,139.74
1938,P106563,Mamypoko Baby Wipes Small,426.95,469.9
1939,P106566,Colgate Body Lotion 75g,229.43,251.68
1940,P106577,Modern Muffin Pack of 2,46.9,52.98
1941,P106584,Farm Fresh Banana Loose,235.23,247.63
1942,P106592,Dhara Sunflower Oil 2L,690.17,815.9
1943,P106599,Milky Mist Paneer 200ml,224.95,245.11
1944,P106602,Heritage Paneer 1L,120.1,122.17
1945,P106611,Cello Pencil Box Pack of 5,341.44,341.44
1946,P106620,Pampers Diapers XL,296.41,273.19
1947,P106624,Daawat Toor Dal 5kg,96.88,98.44
1948,P106629,Unibic Glucose Biscuit 400g,52.08,57.49
1949,P106639,Camlin Notebook 500 sheets,415.94,485.46
1950,P106648,Milky Mist Ghee 200ml,330.96,339.01
1951,P106651,Fortune Toor Dal 5kg,855.95,900.59
1952,P106659,iD Fresh Ready Paratha 1kg,88.95,106.86
1953,P106669,Everest Garam Masala 500g,102.72,102.72
1954,P106671,Local Bakery Pav Bun 400g,101.77,90.38
1955,P106679,Local Mandi Carrot 500g,172.95,181.66
1956,P106686,Everest Chilli Powder 200g,275.45,324.48
1957,P106697,Sumeru Frozen Peas 200g,342.69,342.69
1958,P106703,Modern Sandwich Bread Pack of 2,76.37,76.83
1959,P106710,Bru Cola 600ml,93.71,98.77
1960,P106718,Dove Hair Oil 75g,448.91,525.27
1961,P106720,Perfetti Candy Pack 50g,126.28,126.28
1962,P106731,Local Mandi Onion 500g,142.59,153.24
1963,P106735,Thums Up Tea Leaf 250g,320.99,320.99
1964,P106745,Surf Excel Fabric Conditioner 500ml,518.86,621.98
1965,P106751,English Oven Muffin Pack of 2,132.55,134.6
1966,P106757,Amul Paneer 500g,398.95,387.95
1967,P106765,Nestle Dark Chocolate 50g,270.4,279.73
1968,P106773,Harpic Fabric Conditioner 200g,371.2,397.71
1969,P106776,Amul Paneer 200g,404.48,445.4
1970,P106783,Mamaearth Hair Oil 100g,87.95,94.23
1971,P106793,Dhara Groundnut Oil 1L,287.78,303.65
1972,P106802,Fortune Mustard Oil 2L,689.06,739.16
1973,P106807,Comfort Fabric Conditioner 200g,322.15,322.15
1974,P106813,Mamypoko Baby Powder Medium,264.52,257.87
1975,P106823,ITC Master Chef Ready Paratha 400g,136.43,148.11
1976,P106830,Parle Cookies 100g,103.94,103.94
1977,P106833,Colgate Hair Oil 100g,397.38,446.47
1978,P106844,Unibic Marie Gold 400g,22.95,23.44
1979,P106848,Local Mandi Potato 1kg,16.02,17.39
1980,P106858,Patanjali Body Lotion 100g,257.07,281.23
1981,P106865,Paper Boat Mango Juice 250g,299.72,299.72
1982,P106872,Sunfeast Cream Biscuit 150g,73.31,73.12
1983,P106877,Fortune Basmati Rice 1kg,1012.95,1085.3
1984,P106885,Bikano Namkeen Mix 400g,132.48,137.92
1985,P106891,Nandini Ghee 200ml,642.78,642.78
1986,P106900,Nandini Toned Milk 500g,179.85,179.85
1987,P106907,Aashirvaad Basmati Rice 10kg,294.95,321.26
1988,P106911,24 Mantra Chana Dal 1kg,232.77,232.77
1989,P106920,India Gate Poha 10kg,1398.34,1398.34
1990,P106927,Local Bakery Rusk Pack of 2,140.95,156.05
1991,P106934,Aashirvaad Whole Wheat Atta 1kg,1554.16,1604.94
1992,P106942,English Oven Rusk 400g,169.95,206.7
1993,P106948,MDH Sambar Powder 500g,160.95,209.81
1994,P106955,Amul Curd 1L,203.91,204.37
1995,P106958,Colgate Face Wash 75g,120.44,125.66
1996,P106965,Modern Sandwich Bread 400g,78.22,89.01
1997,P106975,Nestle Candy Pack 25g,136.95,143.78
1998,P106984,English Oven Rusk 400g,26.9,28.34
1999,P106989,Unibic Cookies 60g,24.76,26.75
2000,P106997,Camlin Notebook 500 sheets,39.7,42.42
2001,P107003,Daawat Sona Masoori Rice 10kg,1186.93,1218.85
2002,P107012,Modern Rusk 400g,104.24,109.16
2003,P107018,Everest Turmeric Powder 200g,179.95,187.58
2004,P107026,Surf Excel Floor Cleaner 1kg,65.23,69.1
2005,P107028,Bikano Khakhra 100g,56.6,56.6
2006,P107040,Amul Butter 500g,474.18,474.18
2007,P107047,Camlin Pencil Box Pack of 5,413.27,413.27
2008,P107053,Milky Mist Toned Milk 200ml,524.95,457.07
2009,P107056,Bisleri Mineral Water 2L,341.76,341.76
2010,P107063,McCain Frozen Peas 1kg,374.87,387.93
2011,P107072,iD Fresh Idli Batter 1kg,197.46,229.12
2012,P107078,Local Mandi Tomato 1kg,111.95,98.82
2013,P107089,Mother Dairy Cheese Slices 200ml,192.1,208.86
2014,P107094,Comfort Floor Cleaner 500g,87.94,97.95
2015,P107100,Cello Ball Pen 1 pc,171.95,200.76
2016,P107110,Unibic Marie Gold 250g,76.95,77.73
2017,P107115,Modern Sandwich Bread 400g,173.36,172.62
2018,P107119,Cadbury Milk Chocolate 50g,15.87,18.29
2019,P107126,Cello Pencil Box 500 sheets,75.95,68.67
2020,P107137,Farm Fresh Apple 500g,31.95,32.59
2021,P107145,iD Fresh French Fries 400g,235.69,235.69
2022,P107149,Bru Soda 600ml,145.83,145.83
2023,P107158,Nestle Candy Pack 100g,142.95,147.89
2024,P107163,Everest Sambar Powder 200g,171.95,187.11
2025,P107171,Nataraj Ball Pen 500 sheets,325.58,335.2
2026,P107178,Classmate Notebook Pack of 5,294.44,298.69
2027,P107182,Amul Choco Chewing Gum Pack of 10,109.95,112.81
2028,P107190,Nestle Milk Chocolate Pack of 10,223.5,223.5
2029,P107197,Nivea Face Wash 340ml,602.03,669.72
2030,P107208,Nandini Cheese Slices 200g,302.95,323.06
2031,P107215,Pampers Baby Powder Medium,153.85,153.85
2032,P107217,ITC Master Chef Ready Paratha 1kg,259.95,293.45
2033,P107226,Paper Boat Tea Leaf 500g,86.9,88.38
2034,P107231,Daawat Toor Dal 5kg,1193.22,1193.22
2035,P107242,Amul Curd 500ml,589.95,635.24
2036,P107246,Tata Tea Soda 500g,310.13,313.74
2037,P107253,Local Mandi Apple 500g,232.65,249.41
2038,P107264,Bru Mineral Water 500g,181.93,190.99
2039,P107266,English Oven Rusk 6 pc,69.3,71.89
2040,P107278,Classmate A4 Paper Ream Pack of 5,57.4,55.18
2041,P107282,Aashirvaad Sona Masoori Rice 1kg,1189.2,1189.2
2042,P107292,Cello Notebook 500 sheets,324.95,372.98
2043,P107294,Local Bakery Muffin 400g,83.95,85.13
2044,P107301,Daawat Sona Masoori Rice 1kg,893.95,945.94
2045,P107308,Bru Mango Juice 250g,207.74,226.19
2046,P107320,Camlin A4 Paper Ream 500 sheets,223.25,231.92
2047,P107327,Aashirvaad Sona Masoori Rice 10kg,1146.95,1138.42
2048,P107330,Paper Boat Instant Coffee 2L,115.95,134.92
2049,P107337,Catch Turmeric Powder 500g,365.85,429.21
2050,P107346,Dhara Groundnut Oil 1L,449.29,449.29
2051,P107354,McCain French Fries 400g,205.43,227.6
2052,P107362,Bru Soda 600ml,61.09,75.9
2053,P107365,Mamypoko Baby Wipes Large,934.48,978.42
2054,P107373,Safal Banana 1kg,86.15,96.28
2055,P107381,McCain French Fries 400g,185.69,195.99
2056,P107385,Saffola Mustard Oil 1L,797.95,811.35
2057,P107393,Cello Pencil Box Pack of 5,413.99,469.9
2058,P107400,Amul Choco Milk Chocolate Pack of 10,282.29,273.33
2059,P107409,Mother Dairy Paneer 500ml,419.09,486.68
2060,P107414,Mother Dairy Toned Milk 1L,539.23,565.57
2061,P107422,Amul Paneer 1L,193.56,193.56
2062,P107432,Nandini Cheese Slices 200g,41.96,45.6
2063,P107435,Dove Bathing Soap 340ml,549.51,636.54
2064,P107446,Himalaya Toothpaste 100g,561.07,593.14
2065,P107449,Mamypoko Baby Soap XL,1290.5,1495.62
2066,P107458,Aashirvaad Toor Dal 10kg,1239.88,1239.88
2067,P107463,Patanjali Hair Oil 100g,177.06,188.92
2068,P107472,Eastern Garam Masala 200g,60.81,64.61
2069,P107477,English Oven Pav Bun Pack of 2,116.48,116.48
2070,P107488,Cadbury Chewing Gum 25g,303.21,303.21
2071,P107495,Nataraj Pencil Box 500 sheets,402.26,448.19
2072,P107502,Surf Excel Floor Cleaner 200g,296.43,311.85
2073,P107508,Pampers Diapers Medium,1450.59,1577.69
2074,P107516,Himalaya Face Wash 340ml,598.37,565.2
2075,P107520,Dhara Mustard Oil 2L,136.95,139.81
2076,P107526,Perfetti Milk Chocolate 50g,46.11,54.94
2077,P107536,Aashirvaad Toor Dal 1kg,1495.35,1613.47
2078,P107542,Local Mandi Onion Loose,162.57,162.57
2079,P107549,Anmol Cream Biscuit 150g,47.87,47.87
2080,P107555,Fortune Poha 5kg,1314.43,1314.43
2081,P107564,Classmate A4 Paper Ream 500 sheets,303.45,325.35
2082,P107568,Local Bakery Rusk Pack of 2,147.18,140.27
2083,P107575,Local Mandi Onion 500g,65.95,82.07
2084,P107581,Sumeru Ready Paratha 1kg,243.81,287.09
2085,P107589,Harpic Fabric Conditioner 500ml,266.18,257.75
2086,P107597,Milky Mist Ghee 200g,519.83,562.77
2087,P107605,Johnson's Baby Wipes Medium,1290.76,1129.73
2088,P107609,Britannia Glucose Biscuit 100g,108.46,108.46
2089,P107621,Safal Banana Loose,92.47,119.64
2090,P107623,Patanjali Hair Oil 340ml,442.34,468.34
2091,P107630,Bisleri Soda 1L,275.41,309.72
2092,P107639,McCain Idli Batter 400g,128.49,128.49
2093,P107646,Aachi Sambar Powder 500g,225.19,225.19
2094,P107654,ITC Master Chef Ready Paratha 400g,363.7,409.57
2095,P107662,Amul Choco Milk Chocolate 50g,312.42,330.01
2096,P107667,McCain Idli Batter 200g,338.95,367.93
2097,P107676,Everest Sambar Powder 50g,186.95,213.04
2098,P107681,Himalaya Hair Oil 340ml,184.66,193.13
2099,P107686,Comfort Toilet Cleaner 200g,347.22,347.22
2100,P107695,Comfort Dishwash Bar 500ml,282.58,271.01
2101,P107705,Mamypoko Baby Wipes Medium,706.38,763.24
2102,P107708,India Gate Toor Dal 10kg,163.95,167.35
2103,P107715,Patanjali Face Wash 340ml,241.95,241.95
2104,P107721,Safal Banana Loose,92.25,92.25
2105,P107733,Harvest Gold Pav Bun 400g,55.17,56.44
2106,P107740,Mamypoko Baby Wipes Large,1366.88,1366.88
2107,P107743,McCain French Fries 1kg,206.95,197.87
2108,P107753,Farm Fresh Banana 500g,67.96,73.61
2109,P107759,Fortune Basmati Rice 10kg,229.95,257.69
2110,P107767,Dhara Mustard Oil 5L,468.44,510.38
2111,P107775,Sundrop Groundnut Oil 1L,755.55,737.39
2112,P107777,Farm Fresh Banana 1kg,222.77,222.77
2113,P107784,Pampers Baby Wipes XL,245.59,245.59
2114,P107795,Camlin Notebook 500 sheets,286.95,284.47
2115,P107799,Milky Mist Ghee 500g,738.35,751.07
2116,P107807,Heritage Cheese Slices 200g,118.66,118.66
2117,P107815,iD Fresh French Fries 200g,106.85,106.85
2118,P107822,Parle Marie Gold 100g,68.95,69.77
2119,P107826,Cadbury Dark Chocolate 50g,161.95,200.47
2120,P107837,Tata Tea Cola 2L,94.99,104.51
2121,P107843,Colgate Shampoo 180ml,430.45,486.47
2122,P107848,Eastern Coriander Powder 500g,267.41,267.41
2123,P107859,Sundrop Mustard Oil 5L,130.84,136.84
2124,P107863,Harpic Fabric Conditioner 500g,489.79,575.65
2125,P107872,Gold Winner Rice Bran Oil 2L,554.95,650.85
2126,P107880,Heritage Curd 1L,307.95,347.04
2127,P107884,Parle Cream Biscuit 60g,29.54,29.77
2128,P107890,Modern Rusk 400g,133.07,133.07
2129,P107899,English Oven Muffin 6 pc,197.21,197.21
2130,P107903,Himalaya Bathing Soap 75g,144.89,144.89
2131,P107914,Comfort Fabric Conditioner 1kg,231.95,244.98
2132,P107920,Sunfeast Namkeen Mix 250g,100.63,109.22
2133,P107925,Fortune Rice Bran Oil 5L,1023.82,992.11
2134,P107933,Johnson's Diapers Large,1175.95,1146.02
2135,P107943,Cadbury Dark Chocolate 100g,252.32,252.32
2136,P107946,Daawat Whole Wheat Atta 1kg,303.95,313.77
2137,P107952,24 Mantra Toor Dal 10kg,1852.4,1964.7
2138,P107960,Huggies Diapers Small,1047.81,1191.78
2139,P107966,India Gate Whole Wheat Atta 5kg,391.71,391.71
2140,P107973,Amul Curd 500ml,271.34,271.93
2141,P107984,Surf Excel Floor Cleaner 200g,340.95,357.15
2142,P107989,Comfort Floor Cleaner 500g,184.95,189.72
2143,P107996,Fortune Groundnut Oil 5L,211.95,224.54
2144,P108001,Local Mandi Banana Loose,87.0,96.97
2145,P108008,Bisleri Cola 2L,128.46,128.46
2146,P108017,Safal Banana 500g,103.22,105.98
2147,P108026,Parle Marie Gold 60g,89.33,103.54
2148,P108032,Huggies Baby Powder Small,660.37,648.04
2149,P108041,Camlin Notebook Pack of 5,368.87,368.87
2150,P108046,Parle Cream Biscuit 150g,95.35,101.85
2151,P108050,Saffola Mustard Oil 2L,1178.1,1166.49
2152,P108060,Nivea Face Wash 340ml,217.09,217.09
2153,P108067,Fortune Toor Dal 10kg,621.95,640.5
2154,P108076,Nestle Candy Pack 100g,145.31,151.55
2155,P108082,Real Soda 600ml,218.64,236.4
2156,P108090,Harvest Gold Sandwich Bread 6 pc,129.95,139.96
2157,P108097,Sumeru Ready Paratha 200g,84.95,93.69
2158,P108101,Mamypoko Baby Wipes XL,1603.81,1603.81
2159,P108110,Bikano Namkeen Mix 150g,15.95,16.57
2160,P108118,English Oven Pav Bun 400g,66.05,66.05
2161,P108125,Safal Onion Loose,129.06,129.06
2162,P108131,Nandini Butter 1L,611.06,627.37
2163,P108135,Daawat Toor Dal 5kg,539.95,562.62
2164,P108144,iD Fresh Ready Paratha 200g,257.95,253.94
2165,P108149,Fortune Basmati Rice 10kg,985.9,1073.33
2166,P108159,Aashirvaad Chana Dal 1kg,457.97,488.81
2167,P108162,Everest Garam Masala 500g,221.93,257.55
2168,P108174,Eastern Garam Masala 500g,235.92,235.92
2169,P108179,Cello A4 Paper Ream 500 sheets,290.92,307.53
2170,P108186,Cello A4 Paper Ream 1 pc,336.07,324.5
2171,P108191,Catch Turmeric Powder 200g,301.95,309.71
2172,P108200,McCain Frozen Peas 200g,336.95,333.41
2173,P108206,Daawat Poha 10kg,609.36,726.09
2174,P108216,English Oven Rusk 400g,71.71,69.7
2175,P108221,Unibic Namkeen Mix 150g,51.41,50.44
2176,P108227,Daawat Toor Dal 5kg,551.58,551.58
2177,P108234,Sunfeast Marie Gold 60g,32.17,33.09
2178,P108239,Cadbury Milk Chocolate 50g,256.06,256.06
2179,P108247,Comfort Detergent Powder 200g,242.95,252.59
2180,P108258,Anmol Cream Biscuit 250g,54.62,54.62
2181,P108262,Patanjali Face Wash 180ml,601.82,592.59
2182,P108272,McCain Idli Batter 400g,101.95,121.99
2183,P108275,Mamaearth Bathing Soap 340ml,477.08,504.53
2184,P108282,Nandini Cheese Slices 1L,360.34,472.97
2185,P108292,Farm Fresh Apple 1kg,104.02,104.02
2186,P108300,Patanjali Bathing Soap 100g,260.37,286.59
2187,P108302,Sundrop Groundnut Oil 2L,855.55,855.55
2188,P108313,ITC Master Chef Frozen Peas 1kg,372.95,455.94
2189,P108319,Sundrop Mustard Oil 5L,262.51,262.79
2190,P108326,Classmate Ball Pen 1 pc,439.67,472.8
2191,P108335,Farm Fresh Onion 500g,153.41,187.61
2192,P108338,Amul Choco Chewing Gum 25g,218.68,218.68
2193,P108346,Milky Mist Ghee 200ml,478.23,534.07
2194,P108356,Camlin Pencil Box Pack of 5,206.87,234.68
2195,P108361,India Gate Chana Dal 10kg,69.61,73.59
2196,P108369,Paper Boat Mineral Water 1L,314.26,343.2
2197,P108374,Fortune Toor Dal 5kg,1247.39,1417.29
2198,P108379,Sumeru Frozen Peas 1kg,305.48,300.71
2199,P108389,Gold Winner Sunflower Oil 1L,793.52,837.3
2200,P108397,Sumeru Ready Paratha 400g,286.03,286.03
2201,P102931,Safal Tomato Loose,185.66,185.66
2202,P105860,Sundrop Rice Bran Oil 2L,653.3,674.13
2203,P102738,McCain Ready Paratha 1kg,236.55,236.55
2204,P105413,Nataraj Notebook Pack of 5,,168.78
2205,P100784,Camlin A4 Paper Ream Pack of 5,319.36,319.36
2206,P101359,Amul Choco Chewing Gum 50g,51.47,49.69
2207,P102042,Pampers Diapers Medium,146.54,151.18
2208,P101004,Mother Dairy Cheese Slices 500g,324.97,357.75
2209,P102409,Real Instant Coffee 500g,316.25,326.59
2210,P107903,Sunfeast Marie Gold 100g,22.86,22.86
2211,P105092,Colgate Shampoo 340ml,53.12,57.0
2212,P102184,Surf Excel Floor Cleaner 500ml,91.57,101.58
2213,P100621,Cadbury Chewing Gum 50g,132.46,134.28
2214,P104112,Catch Chilli Powder 200g,44.57,52.93
2215,P104708,Mother Dairy Curd 500ml,443.2,487.33
2216,P104725,Dove Toothpaste 100g,536.92,551.38
2217,P108206,Local Mandi Apple 1kg,,81.62
2218,P105562,Vim Fabric Conditioner 500ml,422.85,422.85
2219,P106399,Modern Muffin 6 pc,198.14,198.14
2220,P102845,Aachi Coriander Powder 50g,261.08,261.08
2221,P107072,Farm Fresh Onion 1kg,75.15,75.15
2222,P106009,Camlin Notebook Pack of 5,372.6,372.6
2223,P102549,Farm Fresh Carrot 1kg,126.3,139.23
2224,P107826,iD Fresh Ready Paratha 400g,,136.08
